source,target,year,ref_year,year_diff,type
W3184694814,W3096451849,2021,2020,1,citation
W3184694814,W3160579445,2021,2021,0,citation
W4244454952,W4244454952,2019,2019,0,citation
W3032654793,W3012535847,2020,2020,0,citation
W3139413507,W2981966775,2021,2019,2,citation
W3166995070,W3103375947,2021,2020,1,citation
W4220665701,W3026835752,2022,2020,2,citation
W4385973449,W3015354093,2023,2020,3,citation
W4385973449,W3022062196,2023,2020,3,citation
W4385973449,W4210305719,2023,2022,1,citation
W4385973449,W4213050154,2023,2022,1,citation
W4385973449,W4390871634,2023,2024,-1,citation
W4386799506,W2907342423,2023,2019,4,citation
W4386799506,W2968550879,2023,2019,4,citation
W4386799506,W2984798564,2023,2019,4,citation
W4386799506,W2991537405,2023,2019,4,citation
W4386799506,W3025646274,2023,2019,4,citation
W4386799506,W3177285624,2023,2021,2,citation
W4386799506,W4200257783,2023,2021,2,citation
W4386799506,W4224030833,2023,2022,1,citation
W4386799506,W4386812668,2023,2023,0,citation
W4386812668,W2907342423,2023,2019,4,citation
W4386812668,W2984798564,2023,2019,4,citation
W4386812668,W2991537405,2023,2019,4,citation
W4386812668,W3025646274,2023,2019,4,citation
W4386812668,W3126187630,2023,2021,2,citation
W4386812668,W3177285624,2023,2021,2,citation
W4386812668,W4200257783,2023,2021,2,citation
W4386812668,W4224030833,2023,2022,1,citation
W4386812668,W4292164704,2023,2022,1,citation
W4386812668,W4386799506,2023,2023,0,citation
W4387394308,W4383682887,2023,2023,0,citation
W3127408973,W3121726791,2021,2020,1,citation
W3127408973,W3123217365,2021,2019,2,citation
W4287778609,W3010733589,2022,2019,3,citation
W4287778609,W3019978809,2022,2020,2,citation
W4287778609,W3196710594,2022,2021,1,citation
W4287778609,W4205151932,2022,2021,1,citation
W4386409449,W3087842231,2023,2020,3,citation
W4386432140,W3002629292,2023,2020,3,citation
W4386432140,W3023068995,2023,2020,3,citation
W3012238861,W2923476030,2020,2019,1,citation
W4391614687,W2606791216,2024,2020,4,citation
W4367333357,W3128886963,2023,2021,2,citation
W4367333357,W3176682390,2023,2021,2,citation
W4367333406,W3128148885,2023,2021,2,citation
W4367333406,W4205088941,2023,2021,2,citation
W4401549083,W2972947022,2024,2019,5,citation
W4319297730,W3024753947,2023,2020,3,citation
W4328129801,W3181220194,2023,2021,2,citation
W4328129801,W3213660332,2023,2021,2,citation
W4362458512,W2997483170,2023,2019,4,citation
W4372278717,W2948369079,2023,2019,4,citation
W4372278717,W3037827183,2023,2020,3,citation
W4372278717,W4283459464,2023,2022,1,citation
W4372278717,W4283466230,2023,2022,1,citation
W4372278717,W4323688070,2023,2023,0,citation
W2567976222,W2625599568,2020,2020,0,citation
W3153286451,W3027609467,2021,2020,1,citation
W3159473038,W3105803210,2021,2020,1,citation
W3159473038,W3131947824,2021,2021,0,citation
W3195965863,W3000087339,2021,2020,1,citation
W4399254893,W4380669412,2024,2023,1,citation
W4399254893,W4393147047,2024,2024,0,citation
W4399254893,W4399254893,2024,2024,0,citation
W4396747296,W2965634651,2024,2019,5,citation
W4399255085,W3197079162,2024,2022,2,citation
W4399255085,W4391993504,2024,2024,0,citation
W4396855343,W4285330991,2024,2022,2,citation
W4388629253,W4292686881,2023,2022,1,citation
W4392839332,W2907342423,2024,2019,5,citation
W4392839332,W2951144698,2024,2019,5,citation
W4392839332,W2984798564,2024,2019,5,citation
W4392839332,W2991537405,2024,2019,5,citation
W4392839332,W3177285624,2024,2021,3,citation
W4392839332,W4200352035,2024,2021,3,citation
W4392839332,W4377821039,2024,2023,1,citation
W4393164569,W4220681111,2024,2022,2,citation
W4393202491,W2988046466,2024,2019,5,citation
W4393202491,W4382680720,2024,2023,1,citation
W4394947178,W2907911959,2024,2019,5,citation
W4394998529,W3043216033,2024,2020,4,citation
W4398210424,W3160868766,2024,2021,3,citation
W4398210424,W4283705483,2024,2022,2,citation
W4400315489,W4387857783,2024,2023,1,citation
W4210676598,W3014654829,2022,2020,2,citation
W4210676598,W3091810574,2022,2020,2,citation
W4210676598,W4210676598,2022,2022,0,citation
W4361192399,W3048396061,2023,2020,3,citation
W4361192399,W4295038031,2023,2022,1,citation
W4361192399,W4323834345,2023,2023,0,citation
W4362607924,W2945590102,2023,2019,4,citation
W4362607924,W2964784128,2023,2019,4,citation
W4362607924,W3042133646,2023,2020,3,citation
W4362607924,W3134035453,2023,2021,2,citation
W4362607924,W3210590548,2023,2021,2,citation
W4362607924,W3212373318,2023,2021,2,citation
W4362607924,W4214554111,2023,2022,1,citation
W4362607924,W4281262165,2023,2022,1,citation
W4362607924,W4293446399,2023,2022,1,citation
W4380668214,W2948369079,2023,2019,4,citation
W4380668214,W3037827183,2023,2020,3,citation
W4380668214,W4226391566,2023,2022,1,citation
W4293433450,W3093743393,2022,2020,2,citation
W4309046607,W4224267274,2022,2022,0,citation
W4309046607,W4294310905,2022,2022,0,citation
W4320035158,W3101483595,2023,2020,3,citation
W4320035158,W4288051887,2023,2022,1,citation
W3009614366,W2916873148,2020,2019,1,citation
W3063215723,W2907213040,2020,2019,1,citation
W3087713423,W2909157786,2020,2019,1,citation
W3087713423,W2923699723,2020,2019,1,citation
W3087713423,W2952105783,2020,2019,1,citation
W3087713423,W3034631655,2020,2020,0,citation
W3106741432,W3088026114,2020,2020,0,citation
W3106741432,W3102020094,2020,2021,-1,citation
W3133145128,W3133145128,2021,2021,0,citation
W2906390567,W3085973558,2022,2020,2,citation
W2913090754,W3049288516,2021,2020,1,citation
W3179414874,W2999461864,2021,2020,1,citation
W3179414874,W4230078551,2021,2019,2,citation
W4285257718,W4285257718,2022,2022,0,citation
W4386765097,W3201387271,2023,2021,2,citation
W4386765097,W3201613041,2023,2021,2,citation
W4386765097,W4312121034,2023,2022,1,citation
W4386790648,W3044184309,2023,2020,3,citation
W4386790648,W3086229013,2023,2020,3,citation
W4386790648,W3092994234,2023,2020,3,citation
W4386790648,W4225374989,2023,2022,1,citation
W4386790648,W4282563950,2023,2022,1,citation
W4386790648,W4386790648,2023,2023,0,citation
W4396661963,W3087041918,2024,2020,4,citation
W4396662081,W2471744027,2024,2020,4,citation
W4396667539,W4312898288,2024,2022,2,citation
W4396681742,W3020727334,2024,2020,4,citation
W4281761143,W2925819760,2022,2019,3,citation
W4281761143,W2979621529,2022,2019,3,citation
W4293077991,W3126724132,2022,2021,1,citation
W4293077991,W3127884219,2022,2021,1,citation
W4293077991,W4206322273,2022,2022,0,citation
W4293077991,W4360866998,2022,2023,-1,citation
W4293227721,W3047686302,2022,2020,2,citation
W4293227721,W3134136076,2022,2021,1,citation
W4294724320,W2997509481,2022,2019,3,citation
W4294724320,W3192921640,2022,2021,1,citation
W4385264929,W4226470220,2023,2022,1,citation
W4385264929,W4318391587,2023,2023,0,citation
W3203655364,W2963900797,2022,2019,3,citation
W3203655364,W3126946265,2022,2021,1,citation
W3203655364,W4220913814,2022,2022,0,citation
W4312401072,W2925057058,2022,2019,3,citation
W4312401072,W2948497665,2022,2019,3,citation
W4312401072,W2949086206,2022,2019,3,citation
W4312401072,W2966437379,2022,2019,3,citation
W4312401072,W2980170825,2022,2019,3,citation
W4312401072,W2991860863,2022,2019,3,citation
W4312401072,W3015038906,2022,2020,2,citation
W4312401072,W3121123532,2022,2021,1,citation
W4312401072,W3174120070,2022,2021,1,citation
W4312401072,W3212385028,2022,2021,1,citation
W4386923100,W4392462969,2023,2024,-1,citation
W4403978233,W3152081780,2024,2021,3,citation
W4382935858,W4315488781,2023,2022,1,citation
W4382935858,W4382935858,2023,2023,0,citation
W3009031709,W2989156993,2020,2019,1,citation
W4390872904,W2925057058,2023,2019,4,citation
W4390872904,W2948497665,2023,2019,4,citation
W4390872904,W2991860863,2023,2019,4,citation
W4390872904,W3015038906,2023,2020,3,citation
W4390872904,W3100586487,2023,2020,3,citation
W4390872904,W3211822152,2023,2021,2,citation
W4390872904,W4312401072,2023,2022,1,citation
W4390940292,W3126723625,2024,2021,3,citation
W4390940292,W4304190181,2024,2022,2,citation
W4390940292,W4391042170,2024,2024,0,citation
W3214004508,W3181933907,2021,2021,0,citation
W2991397615,W2908664272,2019,2019,0,citation
W2991397615,W2997815840,2019,2019,0,citation
W4214951305,W3080525044,2022,2020,2,citation
W4283221456,W2952877808,2022,2019,3,citation
W4283221456,W2971439707,2022,2019,3,citation
W4283221456,W2974481407,2022,2019,3,citation
W4283221456,W3145520847,2022,2021,1,citation
W4283221456,W3164037342,2022,2021,1,citation
W2989612229,W2899729961,2020,2019,1,citation
W3095708018,W2966971174,2020,2019,1,citation
W3095708018,W2990403152,2020,2019,1,citation
W3095708018,W2991258092,2020,2019,1,citation
W3097336213,W2982075768,2020,2019,1,citation
W3102343084,W2932915765,2020,2019,1,citation
W3102343084,W4254877707,2020,2020,0,citation
W3024692823,W2914619357,2020,2019,1,citation
W3024692823,W2957585919,2020,2019,1,citation
W3024692823,W2973546771,2020,2019,1,citation
W3024692823,W3004584189,2020,2020,0,citation
W4362723451,W4319596561,2023,2023,0,citation
W4366163612,W2970464009,2023,2019,4,citation
W4402815731,W2982750013,2024,2019,5,citation
W4402815731,W4280627324,2024,2022,2,citation
W4402815731,W4282973548,2024,2022,2,citation
W4402815731,W4321438913,2024,2023,1,citation
W4402815731,W4377939840,2024,2023,1,citation
W4402815731,W4386854174,2024,2023,1,citation
W4402815731,W4391482596,2024,2024,0,citation
W4402815731,W4393157130,2024,2024,0,citation
W4284884570,W3216698538,2022,2021,1,citation
W4284884570,W4310450715,2022,2022,0,citation
W4366976875,W3209652141,2023,2022,1,citation
W4366976875,W4306311619,2023,2022,1,citation
W4366991723,W3098962209,2023,2021,2,citation
W4377982054,W2918315081,2023,2019,4,citation
W4378349275,W4236186493,2023,2019,4,citation
W4378895368,W2945590102,2023,2019,4,citation
W4378895368,W3212373318,2023,2021,2,citation
W4378895368,W4214554111,2023,2022,1,citation
W4381848735,W4220844838,2023,2022,1,citation
W4381891527,W3037572520,2023,2020,3,citation
W4381891527,W3173399239,2023,2021,2,citation
W2950302158,W2968659858,2019,2019,0,citation
W4388209830,W4293771046,2023,2022,1,citation
W4388209830,W4385553341,2023,2023,0,citation
W3173669359,W2965771657,2021,2019,2,citation
W3173669359,W2981346539,2021,2020,1,citation
W3173669359,W3036303057,2021,2020,1,citation
W3173669359,W3093734695,2021,2021,0,citation
W4380626939,W2946224091,2023,2019,4,citation
W4380626939,W2993180841,2023,2020,3,citation
W4380626939,W3035076551,2023,2020,3,citation
W4380626939,W3093734695,2023,2021,2,citation
W4380626939,W3173669359,2023,2021,2,citation
W4386742155,W4382753232,2023,2023,0,citation
W3022252788,W2924091318,2020,2019,1,citation
W3022252788,W2965771657,2020,2019,1,citation
W3022252788,W2993180841,2020,2020,0,citation
W3022252788,W3035034999,2020,2020,0,citation
W4386181521,W2999447483,2023,2020,3,citation
W4386181521,W3048575155,2023,2020,3,citation
W4386181521,W3125181139,2023,2021,2,citation
W4386181521,W3131565687,2023,2021,2,citation
W3027609467,W2910031492,2020,2019,1,citation
W3217262211,W2911733085,2021,2019,2,citation
W3217262211,W2971053592,2021,2019,2,citation
W3217262211,W3021536489,2021,2020,1,citation
W3217262211,W3155365501,2021,2021,0,citation
W3192876423,W3025812695,2021,2020,1,citation
W3192876423,W3037630880,2021,2020,1,citation
W3192876423,W3041908969,2021,2020,1,citation
W4254077609,W2899732531,2021,2019,2,citation
W4254077609,W2912016252,2021,2019,2,citation
W4254077609,W2979446630,2021,2019,2,citation
W4254077609,W3011365646,2021,2020,1,citation
W4289774623,W3035403497,2022,2020,2,citation
W3108845853,W2993180841,2021,2020,1,citation
W3108845853,W3035034999,2021,2020,1,citation
W3093734695,W2907323068,2021,2019,2,citation
W3093734695,W2981346539,2021,2020,1,citation
W2993180841,W2965771657,2020,2019,1,citation
W4388230963,W2916711129,2023,2019,4,citation
W4388230963,W4226140614,2023,2022,1,citation
W4388918484,W2999625554,2023,2020,3,citation
W4388918484,W4285171980,2023,2022,1,citation
W4388918484,W4387010833,2023,2023,0,citation
W4366729173,W2948709946,2023,2019,4,citation
W4366729173,W3123375411,2023,2020,3,citation
W4366729173,W3197468999,2023,2021,2,citation
W3037355174,W2973111026,2020,2019,1,citation
W4400583562,W4391533534,2024,2024,0,citation
W4400586207,W4361000527,2024,2023,1,citation
W4400594656,W2938726453,2024,2019,5,citation
W4400594656,W3046223249,2024,2020,4,citation
W4400594656,W4388140199,2024,2023,1,citation
W4295996160,W3106486741,2022,2020,2,citation
W4295996160,W3111834075,2022,2021,1,citation
W4295996160,W3198871324,2022,2021,1,citation
W4386160730,W4362606282,2023,2023,0,citation
W4386160730,W4381429452,2023,2023,0,citation
W3028984554,W2932915765,2020,2019,1,citation
W2965131543,W2947379043,2019,2019,0,citation
W2990604398,W2991560995,2019,2019,0,citation
W4397045209,W3205071138,2024,2021,3,citation
W4397045209,W4206410154,2024,2022,2,citation
W4397045209,W4221069327,2024,2021,3,citation
W4399176090,W2909577776,2024,2019,5,citation
W4399176090,W4308986790,2024,2022,2,citation
W3204848606,W3198811373,2021,2021,0,citation
W4403889516,W3048373607,2024,2020,4,citation
W4403905934,W3127822551,2024,2021,3,citation
W4403905934,W4294310905,2024,2022,2,citation
W4403905934,W4387624436,2024,2023,1,citation
W4403905934,W4387624536,2024,2023,1,citation
W4403905934,W4401943711,2024,2024,0,citation
W4403919002,W3037827183,2024,2020,4,citation
W4403919002,W4283459464,2024,2022,2,citation
W4403919002,W4283466230,2024,2022,2,citation
W4403919002,W4392645888,2024,2024,0,citation
W4403919002,W4393117285,2024,2024,0,citation
W4403921754,W2955271331,2024,2019,5,citation
W4307979298,W4221069327,2022,2021,1,citation
W2986308225,W3042781247,2020,2020,0,citation
W3111649804,W2946211012,2020,2019,1,citation
W3111649804,W2949876691,2020,2019,1,citation
W3111649804,W2972947022,2020,2019,1,citation
W3111649804,W2979420091,2020,2019,1,citation
W3111649804,W2997553637,2020,2019,1,citation
W3111649804,W3002302528,2020,2020,0,citation
W3208828498,W2927561859,2021,2019,2,citation
W3208828498,W2944935347,2021,2019,2,citation
W3208828498,W2963843362,2021,2019,2,citation
W3208828498,W2979723619,2021,2019,2,citation
W3208828498,W3005214341,2021,2020,1,citation
W3208828498,W3137983215,2021,2021,0,citation
W3208828498,W3161708173,2021,2020,1,citation
W3208828498,W4387806097,2021,2023,-2,citation
W3167134036,W3007953328,2021,2020,1,citation
W3135854322,W3103145119,2021,2020,1,citation
W3135854322,W3159603021,2021,2021,0,citation
W3155475857,W3097320606,2021,2020,1,citation
W2946619351,W2921218277,2019,2019,0,citation
W3095615584,W2942386945,2020,2019,1,citation
W3163714061,W3163714061,2021,2021,0,citation
W4285213470,W2944710259,2022,2019,3,citation
W4285213470,W2961461578,2022,2019,3,citation
W4285213470,W2982441053,2022,2019,3,citation
W2988734431,W2988734431,2019,2019,0,citation
W4306968136,W3121961838,2022,2021,1,citation
W3173250677,W3155365501,2021,2021,0,citation
W3201613041,W3176508117,2021,2021,0,citation
W3189310828,W2911728565,2021,2019,2,citation
W3083944821,W2921169675,2020,2019,1,citation
W3115662350,W2944935347,2020,2019,1,citation
W3115662350,W2963843362,2020,2019,1,citation
W3115662350,W2979723619,2020,2019,1,citation
W3115662350,W2989880046,2020,2019,1,citation
W3115662350,W3095411193,2020,2020,0,citation
W3115662350,W3123069892,2020,2019,1,citation
W4395008883,W4392353121,2024,2024,0,citation
W4399171520,W3122547876,2024,2021,3,citation
W4399171520,W3208303043,2024,2021,3,citation
W3173781077,W3014654442,2021,2020,1,citation
W2996872510,W2958392238,2019,2019,0,citation
W2996872510,W3016890209,2019,2020,-1,citation
W3010864572,W2919135728,2020,2019,1,citation
W3134921075,W2970674676,2021,2019,2,citation
W3134921075,W3021725727,2021,2020,1,citation
W3145986744,W3118335472,2021,2020,1,citation
W4386347707,W3036743429,2023,2020,3,citation
W4386347707,W3093415377,2023,2020,3,citation
W4386374116,W3026974350,2023,2020,3,citation
W4386374116,W3203907021,2023,2021,2,citation
W4386374116,W4288420805,2023,2022,1,citation
W4386374116,W4386374116,2023,2023,0,citation
W3010248150,W2916873148,2020,2019,1,citation
W3028132197,W3035233118,2022,2022,0,citation
W4293060318,W4225089683,2022,2022,0,citation
W4376648677,W4315754104,2023,2023,0,citation
W3200019769,W2969137311,2021,2019,2,citation
W4384559093,W2973516113,2023,2019,4,citation
W4384559093,W3093551387,2023,2020,3,citation
W4384559093,W4313534875,2023,2023,0,citation
W4386352641,W3158009579,2023,2021,2,citation
W4386352641,W4205505275,2023,2022,1,citation
W3091355673,W3091355673,2020,2020,0,citation
W3113662382,W2981810834,2020,2019,1,citation
W3113662382,W2989268825,2020,2019,1,citation
W3129946114,W3121057653,2021,2021,0,citation
W3136335912,W2996188296,2021,2019,2,citation
W3136335912,W3037812036,2021,2020,1,citation
W3136335912,W3136335912,2021,2021,0,citation
W3096624923,W3103145119,2020,2020,0,citation
W3111368623,W2948369079,2020,2019,1,citation
W2990560784,W2981966775,2019,2019,0,citation
W4283762065,W2956951036,2022,2019,3,citation
W4399115948,W3029258967,2024,2020,4,citation
W4399115948,W4226391566,2024,2022,2,citation
W4399115948,W4319653440,2024,2023,1,citation
W4399115948,W4323688070,2024,2023,1,citation
W4399115948,W4380668214,2024,2023,1,citation
W4399115948,W4391334977,2024,2024,0,citation
W4399115948,W4393117285,2024,2024,0,citation
W2955477307,W2955477307,2020,2020,0,citation
W3005477965,W3005477965,2020,2020,0,citation
W4323566709,W4224284961,2023,2022,1,citation
W4361190524,W4205260991,2023,2022,1,citation
W4380433276,W3081666704,2023,2020,3,citation
W4380433276,W3174952926,2023,2021,2,citation
W4380433276,W4281755765,2023,2022,1,citation
W4382044570,W2963242770,2023,2019,4,citation
W3138586599,W3125007559,2023,2021,2,citation
W3138586599,W3135091651,2023,2021,2,citation
W3138586599,W3190898127,2023,2021,2,citation
W3138586599,W3197894360,2023,2021,2,citation
W3173369974,W3048212900,2021,2020,1,citation
W3173369974,W3173369974,2021,2021,0,citation
W4405409735,W3005411844,2024,2020,4,citation
W4390055310,W3162963303,2023,2021,2,citation
W4390055310,W3208306767,2023,2021,2,citation
W4390055310,W4302027276,2023,2022,1,citation
W4390055310,W4312143503,2023,2022,1,citation
W4390061330,W4297964841,2023,2022,1,citation
W4390061330,W4377291630,2023,2023,0,citation
W4392115787,W3111483541,2024,2020,4,citation
W4392115787,W3122547876,2024,2021,3,citation
W4392115787,W3208303043,2024,2021,3,citation
W3108425313,W3063667687,2020,2020,0,citation
W4281653853,W2977450274,2022,2020,2,citation
W4281653853,W3193815771,2022,2021,1,citation
W4319602810,W3081636091,2023,2020,3,citation
W4319602810,W3211858612,2023,2021,2,citation
W4401638542,W4295022868,2024,2022,2,citation
W3026325780,W2951293558,2022,2019,3,citation
W3026325780,W3007235251,2022,2022,0,citation
W3015706884,W2949401472,2020,2019,1,citation
W4400421282,W3026974350,2024,2020,4,citation
W4400421282,W3203907021,2024,2021,3,citation
W4400421282,W4288420805,2024,2022,2,citation
W4400421282,W4386913765,2024,2023,1,citation
W4400421908,W3158521138,2024,2021,3,citation
W4400421908,W4400421908,2024,2024,0,citation
W3198818939,W3087355840,2021,2020,1,citation
W4404837619,W4282841441,2024,2022,2,citation
W4391608509,W2979402468,2024,2020,4,citation
W4391608509,W3100221827,2024,2020,4,citation
W4391608509,W3193351456,2024,2021,3,citation
W4391608509,W4280545185,2024,2022,2,citation
W4291636921,W3154447448,2022,2020,2,citation
W4317565999,W2910172717,2023,2019,4,citation
W4317565999,W3017581522,2023,2020,3,citation
W4287150818,W2987616764,2022,2019,3,citation
W4293063092,W3122808297,2022,2019,3,citation
W3031175792,W2986457312,2020,2019,1,citation
W4367043446,W2922384037,2023,2019,4,citation
W4367043446,W3103145119,2023,2020,3,citation
W4367043446,W3191196697,2023,2021,2,citation
W4367663387,W4294527336,2023,2022,1,citation
W4367663387,W4312600800,2023,2022,1,citation
W4367721828,W3130606593,2023,2021,2,citation
W4367721828,W4220791489,2023,2022,1,citation
W4402062267,W3000708614,2024,2019,5,citation
W3137007103,W2995533173,2021,2019,2,citation
W3161702062,W3158163214,2021,2021,0,citation
W3134539519,W2980885063,2021,2019,2,citation
W3134539519,W3021648084,2021,2020,1,citation
W3134539519,W3033607340,2021,2020,1,citation
W3134539519,W3045520917,2021,2020,1,citation
W3162571638,W3039007616,2021,2020,1,citation
W4307655558,W2951293558,2022,2019,3,citation
W4307655558,W3007235251,2022,2022,0,citation
W4307655558,W3026325780,2022,2022,0,citation
W4307655558,W3047116450,2022,2020,2,citation
W4307655558,W3089098577,2022,2020,2,citation
W3015739188,W2970330753,2020,2019,1,citation
W3015038906,W2948901907,2020,2019,1,citation
W3015038906,W2966437379,2020,2019,1,citation
W3015038906,W2982077106,2020,2019,1,citation
W4400362326,W3024541755,2024,2020,4,citation
W4400362326,W3112670106,2024,2020,4,citation
W4400362326,W4200573094,2024,2021,3,citation
W3045211065,W2948709946,2020,2019,1,citation
W3161457873,W3049645143,2021,2020,1,citation
W3161457873,W3129160967,2021,2021,0,citation
W3168114954,W2949836530,2021,2019,2,citation
W3168114954,W3041483436,2021,2020,1,citation
W4386293429,W4321787383,2023,2023,0,citation
W3127717423,W2997342381,2021,2020,1,citation
W3127717423,W3175806796,2021,2020,1,citation
W3133148843,W3014788775,2021,2020,1,citation
W4392364189,W4392364189,2024,2024,0,citation
W4380873781,W3137327109,2023,2021,2,citation
W4380875523,W3206420287,2023,2021,2,citation
W4362465217,W2955090981,2023,2019,4,citation
W4362465217,W3042071408,2023,2020,3,citation
W4362465217,W3081656043,2023,2020,3,citation
W4404198336,W3086330889,2024,2020,4,citation
W4404198336,W3111546452,2024,2020,4,citation
W4404198336,W3207747331,2024,2021,3,citation
W4404198336,W4229061916,2024,2022,2,citation
W4404198336,W4304890984,2024,2022,2,citation
W4404198336,W4320487161,2024,2023,1,citation
W4404198336,W4385945291,2024,2023,1,citation
W3181827495,W3040739689,2021,2020,1,citation
W3181827495,W3103145119,2021,2020,1,citation
W3011319717,W2910263794,2019,2019,0,citation
W4320871556,W2931961143,2023,2019,4,citation
W4366527692,W4221059966,2023,2022,1,citation
W4366527692,W4283260112,2023,2022,1,citation
W4366527692,W4296210269,2023,2022,1,citation
W4372278757,W2948369079,2023,2019,4,citation
W4372278757,W3037827183,2023,2020,3,citation
W4372278757,W3175686023,2023,2021,2,citation
W4372278757,W4283466230,2023,2022,1,citation
W4372278757,W4323688070,2023,2023,0,citation
W2991860863,W2925057058,2019,2019,0,citation
W2991860863,W2980170825,2019,2019,0,citation
W4385548202,W2981321170,2023,2019,4,citation
W2991329836,W2966971174,2019,2019,0,citation
W3177136857,W2920127323,2021,2019,2,citation
W3177136857,W2979429887,2021,2019,2,citation
W3177136857,W3034593529,2021,2020,1,citation
W3177136857,W3035388736,2021,2020,1,citation
W3195695132,W3033126239,2021,2020,1,citation
W3195695132,W3088753071,2021,2020,1,citation
W3205125441,W2940834010,2021,2019,2,citation
W4393269777,W4307280958,2024,2022,2,citation
W4400882817,W4377832436,2024,2023,1,citation
W4400883509,W2939724315,2024,2019,5,citation
W4400883509,W3001644812,2024,2020,4,citation
W4400883509,W3201704949,2024,2021,3,citation
W4400883509,W4225128673,2024,2022,2,citation
W4400883509,W4283033671,2024,2022,2,citation
W4400883509,W4316928481,2024,2023,1,citation
W4400883509,W4319324054,2024,2022,2,citation
W4400886635,W3081352601,2024,2020,4,citation
W4400886635,W4306828748,2024,2022,2,citation
W4379919537,W3117714639,2023,2020,3,citation
W4379919537,W4205728684,2023,2022,1,citation
W4380872719,W3019103796,2023,2020,3,citation
W4385439167,W2971893272,2023,2019,4,citation
W4311304389,W3028768728,2022,2020,2,citation
W4312497369,W2980170825,2022,2019,3,citation
W4312497369,W3048373607,2022,2020,2,citation
W4312497369,W3174120070,2022,2021,1,citation
W4313299164,W3015177338,2022,2020,2,citation
W4313594457,W3010138374,2022,2020,2,citation
W4312019683,W4281643675,2022,2022,0,citation
W4250507037,W2941911126,2020,2019,1,citation
W4283262662,W3089211817,2022,2020,2,citation
W4283262662,W3162290159,2022,2021,1,citation
W4283262662,W3200254370,2022,2021,1,citation
W4285384285,W3049217260,2022,2020,2,citation
W3007637688,W2999009349,2020,2020,0,citation
W4210581642,W2940037586,2022,2019,3,citation
W4381597315,W2921000070,2023,2019,4,citation
W4381597315,W3022831389,2023,2020,3,citation
W4381597315,W3041311760,2023,2020,3,citation
W4381597315,W3134073441,2023,2021,2,citation
W4381597315,W3189790651,2023,2021,2,citation
W4381597315,W4280515159,2023,2022,1,citation
W4381597315,W4367308945,2023,2023,0,citation
W4404773617,W3016284332,2024,2020,4,citation
W4404773617,W3103830136,2024,2021,3,citation
W4404773617,W3104298081,2024,2021,3,citation
W4404773617,W4362607037,2024,2023,1,citation
W4404773617,W4387477934,2024,2023,1,citation
W4404773617,W4393038699,2024,2024,0,citation
W4391223796,W3033354424,2024,2020,4,citation
W4391223796,W3035403497,2024,2020,4,citation
W4391223796,W3152899694,2024,2021,3,citation
W4391223796,W3158163214,2024,2021,3,citation
W4391223796,W3181221910,2024,2021,3,citation
W4391223796,W3192547154,2024,2021,3,citation
W4391223796,W3205781804,2024,2021,3,citation
W4391223796,W4210526357,2024,2022,2,citation
W4391223796,W4231464727,2024,2021,3,citation
W4391223796,W4288074042,2024,2022,2,citation
W3200259214,W3022010587,2021,2020,1,citation
W4399981744,W2983755545,2024,2019,5,citation
W4399981744,W4317478236,2024,2023,1,citation
W4400690847,W3127497789,2024,2021,3,citation
W4400690847,W4382631739,2024,2023,1,citation
W4226201324,W2985923507,2021,2020,1,citation
W4226201324,W2989672233,2021,2019,2,citation
W4226201324,W3106359913,2021,2019,2,citation
W4385564882,W3133137810,2023,2021,2,citation
W4386869626,W3104239214,2023,2022,1,citation
W3047587361,W2998432370,2020,2020,0,citation
W3047587361,W3014153848,2020,2020,0,citation
W3047587361,W3041107652,2020,2020,0,citation
W4400136387,W4281672091,2024,2022,2,citation
W4400136387,W4389141943,2024,2023,1,citation
W4400769610,W4389409224,2024,2023,1,citation
W4400974494,W4395067201,2024,2024,0,citation
W4401535967,W4297845970,2024,2022,2,citation
W4401535967,W4389040134,2024,2023,1,citation
W4401535967,W4393057994,2024,2024,0,citation
W4401565482,W3185521398,2024,2021,3,citation
W4401641183,W3041768954,2024,2020,4,citation
W4401641183,W4225391134,2024,2022,2,citation
W4390872463,W2980170825,2023,2019,4,citation
W4390872463,W3048373607,2023,2020,3,citation
W4390872463,W3121123532,2023,2021,2,citation
W4390872463,W3174120070,2023,2021,2,citation
W4391227394,W4286491165,2024,2022,2,citation
W4385188273,W2940697691,2023,2019,4,citation
W4385188273,W3080266027,2023,2020,3,citation
W4385188273,W3104668858,2023,2020,3,citation
W4385188273,W3190390090,2023,2021,2,citation
W4385188273,W4213309318,2023,2022,1,citation
W4385188273,W4221014158,2023,2022,1,citation
W3195475634,W3095229804,2021,2020,1,citation
W4386049837,W3037968153,2023,2020,3,citation
W4386049837,W3137327109,2023,2021,2,citation
W3057934400,W3096414051,2020,2020,0,citation
W3095429755,W2955863409,2020,2019,1,citation
W3095429755,W3095429755,2020,2020,0,citation
W4387730433,W4317738855,2023,2023,0,citation
W4247390437,W2913290830,2020,2019,1,citation
W4398234929,W4312397585,2024,2022,2,citation
W4398234929,W4398234929,2024,2024,0,citation
W4399201749,W3037812036,2024,2020,4,citation
W4399201749,W3047462397,2024,2020,4,citation
W4399201749,W4282036903,2024,2022,2,citation
W4399201749,W4396216270,2024,2024,0,citation
W3198925641,W2912217870,2021,2019,2,citation
W2969124493,W2968835533,2019,2019,0,citation
W4391179284,W4220728097,2024,2022,2,citation
W4389154990,W4389154990,2023,2023,0,citation
W3110833271,W3035403497,2020,2020,0,citation
