source,target,year,ref_year,year_diff,type
W2809892058,W2804197698,2018,2018,0,citation
W3138638214,W2387080477,2021,2016,5,citation
W4254077609,W2574839378,2021,2017,4,citation
W4254077609,W2899732531,2021,2019,2,citation
W4254077609,W2912016252,2021,2019,2,citation
W4254077609,W2979446630,2021,2019,2,citation
W4254077609,W3011365646,2021,2020,1,citation
W4287385132,W2342209196,2022,2016,6,citation
W4287385132,W2893452234,2022,2018,4,citation
W4289774623,W2804732352,2022,2018,4,citation
W4289774623,W2895467751,2022,2018,4,citation
W4289774623,W3035403497,2022,2020,2,citation
W3178960719,W2907219204,2021,2019,2,citation
W2542998387,W2492590231,2016,2016,0,citation
W2414478892,W2294488629,2016,2017,-1,citation
W4377564972,W2885150375,2023,2018,5,citation
W4377564972,W2890804331,2023,2018,5,citation
W4377564972,W2896893308,2023,2018,5,citation
W4377564972,W2995312470,2023,2019,4,citation
W4377564972,W2998608723,2023,2019,4,citation
W4377564972,W3012909962,2023,2020,3,citation
W4377564972,W3193201835,2023,2021,2,citation
W4377564972,W4200237170,2023,2021,2,citation
W4378070739,W3162290159,2023,2021,2,citation
W4378070739,W3200254370,2023,2021,2,citation
W4378070739,W4220917797,2023,2022,1,citation
W4380685873,W3100599495,2023,2020,3,citation
W4380848885,W4292451723,2023,2022,1,citation
W4380848885,W4313426831,2023,2022,1,citation
W4405658275,W4225289839,2024,2022,2,citation
W4405703289,W2793069101,2024,2018,6,citation
W4405871915,W2558185986,2024,2017,7,citation
W4405871915,W2964535717,2024,2019,5,citation
W4405891945,W2181158494,2024,2016,8,citation
W4405891945,W2962762178,2024,2019,5,citation
W4405891945,W3178960719,2024,2021,3,citation
W3024268056,W2224359384,2020,2016,4,citation
W3024268056,W2275710147,2020,2016,4,citation
W3024268056,W2336023686,2020,2016,4,citation
W3024268056,W2593019454,2020,2017,3,citation
W3024268056,W2896775444,2020,2018,2,citation
W3036303057,W2471058249,2020,2016,4,citation
W3036303057,W2558185986,2020,2017,3,citation
W3036303057,W3035076551,2020,2020,0,citation
W3134863362,W2736848882,2021,2017,4,citation
W3134863362,W2784547979,2021,2018,3,citation
W4200357604,W2149403632,2021,2018,3,citation
W4365458425,W3111913183,2023,2020,3,citation
W4377233033,W2759815337,2023,2017,6,citation
W4377233033,W2892909727,2023,2018,5,citation
W4377233033,W3046379685,2023,2020,3,citation
W4377233033,W3205928774,2023,2021,2,citation
W4381252514,W4381252514,2023,2023,0,citation
W4381716264,W3189790651,2023,2021,2,citation
W4381716264,W4367308945,2023,2023,0,citation
W4381716264,W4381597315,2023,2023,0,citation
W4384945251,W2737897449,2023,2017,6,citation
W2965261951,W2736310682,2019,2016,3,citation
W4280530914,W3162052895,2022,2021,1,citation
W4403760415,W4402727764,2024,2024,0,citation
W4403789844,W2285968018,2024,2016,8,citation
W4403789844,W2761480722,2024,2017,7,citation
W4399809050,W4399809050,2024,2024,0,citation
W4399817493,W2785210185,2024,2018,6,citation
W2889021075,W2296428434,2018,2016,2,citation
W4387602277,W4206610477,2023,2022,1,citation
W4387602277,W4282938740,2023,2022,1,citation
W4387976657,W3200294589,2023,2021,2,citation
W4387986950,W2990950076,2023,2019,4,citation
W2914067549,W2914067549,2019,2019,0,citation
W3033848468,W1486787620,2020,2016,4,citation
W3033848468,W2739268873,2020,2017,3,citation
W3108845853,W2211460678,2021,2016,5,citation
W3108845853,W2294488629,2021,2017,4,citation
W3108845853,W2558185986,2021,2017,4,citation
W3108845853,W2808019650,2021,2017,4,citation
W3108845853,W2993180841,2021,2020,1,citation
W3108845853,W3035034999,2021,2020,1,citation
W3093734695,W2211460678,2021,2016,5,citation
W3093734695,W2294488629,2021,2017,4,citation
W3093734695,W2471058249,2021,2016,5,citation
W3093734695,W2558185986,2021,2017,4,citation
W3093734695,W2907323068,2021,2019,2,citation
W3093734695,W2981346539,2021,2020,1,citation
W2993180841,W2558185986,2020,2017,3,citation
W2993180841,W2560735998,2020,2017,3,citation
W2993180841,W2965771657,2020,2019,1,citation
W3015507296,W2345136208,2019,2016,3,citation
W4393057994,W4297845970,2024,2022,2,citation
W4393057994,W4389040134,2024,2023,1,citation
W4393096754,W2528569681,2024,2016,8,citation
W4396636843,W2234282832,2024,2016,8,citation
W4396636843,W2339163959,2024,2016,8,citation
W4396636843,W2461810920,2024,2016,8,citation
W4396636843,W2623748831,2024,2017,7,citation
W4396636843,W2792979456,2024,2018,6,citation
W4396636843,W2985498565,2024,2019,5,citation
W4396636843,W4220696655,2024,2022,2,citation
W4396636843,W4320015858,2024,2023,1,citation
W4396636843,W4385392707,2024,2023,1,citation
W4399127507,W4200173483,2024,2021,3,citation
W4399127507,W4313316008,2024,2022,2,citation
W4226071657,W2558185986,2021,2017,4,citation
W4226071657,W2965771657,2021,2019,2,citation
W4226071657,W2994804089,2021,2020,1,citation
W4226071657,W3093734695,2021,2021,0,citation
W4226071657,W3108845853,2021,2021,0,citation
W4366729173,W2546672044,2023,2016,7,citation
W4366729173,W2612526608,2023,2017,6,citation
W4366729173,W2791946429,2023,2018,5,citation
W4366729173,W2798649495,2023,2018,5,citation
W4366729173,W2889284307,2023,2018,5,citation
W4366729173,W2948709946,2023,2019,4,citation
W4366729173,W3123375411,2023,2020,3,citation
W4366729173,W3197468999,2023,2021,2,citation
W4377691959,W2414378065,2023,2016,7,citation
W3031697239,W2791626939,2020,2018,2,citation
W3031697239,W2921284788,2020,2019,1,citation
W3161878688,W2443553636,2021,2016,5,citation
W3161878688,W2994212242,2021,2019,2,citation
W3187600353,W2819713423,2021,2018,3,citation
W3187600353,W2997509481,2021,2019,2,citation
W3155365501,W2765192152,2021,2017,4,citation
W2510789027,W2554229927,2016,2016,0,citation
W4399812881,W3203773675,2024,2021,3,citation
W4399812881,W4280517140,2024,2022,2,citation
W4399827512,W3021214447,2024,2020,4,citation
W4399827512,W4280508350,2024,2022,2,citation
W4399827512,W4385298725,2024,2023,1,citation
W4294891444,W4324116468,2022,2023,-1,citation
W4309738277,W3181241221,2022,2021,1,citation
W4312143923,W2772696116,2022,2017,5,citation
W4312143923,W3047278215,2022,2020,2,citation
W4312143923,W3047863423,2022,2020,2,citation
W4312143923,W3164105091,2022,2021,1,citation
W4312143923,W4296732629,2022,2022,0,citation
W4312143923,W4312143923,2022,2022,0,citation
W3203964387,W2803882181,2021,2018,3,citation
W3203964387,W2809055651,2021,2018,3,citation
W4386568838,W3195149737,2023,2021,2,citation
W4220964100,W3013882546,2022,2020,2,citation
W4224278967,W2752106769,2022,2017,5,citation
W4224278967,W2805654773,2022,2018,4,citation
W4224278967,W2941564413,2022,2019,3,citation
W4224278967,W3109368403,2022,2020,2,citation
W4224278967,W3201890384,2022,2021,1,citation
W2770246800,W2761231271,2017,2017,0,citation
W2971237577,W2767735526,2019,2017,2,citation
W2971237577,W2786328515,2019,2018,1,citation
W4385872471,W2191767709,2023,2016,7,citation
W4385872471,W2606743486,2023,2017,6,citation
W4385872471,W3021168311,2023,2020,3,citation
W4385872471,W4383876264,2023,2023,0,citation
W3112826508,W3010184311,2020,2020,0,citation
W3216820735,W3181933907,2021,2021,0,citation
W3216820735,W3213229958,2021,2021,0,citation
W4221161559,W3178960719,2022,2021,1,citation
W4221161559,W4285805793,2022,2022,0,citation
W4285805793,W3092265654,2022,2020,2,citation
W4285805793,W3178960719,2022,2021,1,citation
W4285805793,W4221161559,2022,2022,0,citation
W4310502507,W2998120507,2022,2019,3,citation
W4310502507,W3047325770,2022,2020,2,citation
W4310502507,W3097963938,2022,2020,2,citation
W4310502507,W3176261411,2022,2021,1,citation
W4310502507,W3181770725,2022,2021,1,citation
W4310502507,W4310450715,2022,2022,0,citation
W4399117328,W4312397585,2024,2022,2,citation
W4399121919,W3193273784,2024,2021,3,citation
W4392455867,W2294488629,2024,2017,7,citation
W4392455867,W4229066375,2024,2022,2,citation
W2626121540,W2316760567,2017,2016,1,citation
W2791205746,W2607177050,2018,2017,1,citation
W4382243063,W2414478892,2023,2016,7,citation
W4382243063,W2802700341,2023,2017,6,citation
W4382243063,W2993180841,2023,2020,3,citation
W4382243063,W3012236526,2023,2020,3,citation
W4385269804,W3178960719,2023,2021,2,citation
W4386889497,W2884241072,2023,2019,4,citation
W4386889497,W3092405686,2023,2021,2,citation
W4229066375,W2294488629,2022,2017,5,citation
W4229066375,W2560735998,2022,2017,5,citation
W4229066375,W3084548477,2022,2021,1,citation
W4229066375,W3093734695,2022,2021,1,citation
W4229066375,W3108845853,2022,2021,1,citation
W4229066375,W3129605782,2022,2022,0,citation
W3154472040,W3092158762,2021,2020,1,citation
W3134315133,W3038036865,2021,2020,1,citation
W4404480919,W3205983230,2024,2021,3,citation
W3009735491,W2510949419,2020,2016,4,citation
W3009735491,W2770289674,2020,2017,3,citation
W3009735491,W2922083894,2020,2019,1,citation
W3009735491,W2939342121,2020,2019,1,citation
W3009735491,W2997201441,2020,2019,1,citation
W3033520255,W3033520255,2020,2020,0,citation
W3091524708,W2583135230,2020,2017,3,citation
W3091524708,W4249535163,2020,2018,2,citation
W3093533436,W2290531422,2020,2016,4,citation
W3093533436,W2546707703,2020,2016,4,citation
W3093533436,W2909577776,2020,2019,1,citation
W3134863626,W2910831001,2021,2019,2,citation
W3202727127,W2794056821,2021,2018,3,citation
W3202727127,W2980931192,2021,2019,2,citation
W3202727127,W3134935089,2021,2021,0,citation
W4281382613,W3130516575,2022,2021,1,citation
W2997942006,W2782742000,2020,2018,2,citation
W2997942006,W2792476090,2020,2018,2,citation
W2966437379,W2948901907,2019,2019,0,citation
W4391954977,W2567976222,2024,2020,4,citation
W2470381040,W2470381040,2016,2016,0,citation
W4221125514,W4221125514,2022,2022,0,citation
W3049288516,W2901997867,2020,2018,2,citation
W3199147584,W2394834952,2021,2016,5,citation
W3199147584,W2514120153,2021,2016,5,citation
W3199147584,W2927561859,2021,2019,2,citation
W3199147584,W2963843362,2021,2019,2,citation
W3199147584,W2979723619,2021,2019,2,citation
W3199147584,W2989880046,2021,2019,2,citation
W3199147584,W3014993595,2021,2021,0,citation
W3199147584,W3115662350,2021,2020,1,citation
W4280545185,W2801870733,2022,2018,4,citation
W4280545185,W2956846682,2022,2019,3,citation
W4280545185,W2979402468,2022,2020,2,citation
W4280545185,W3100221827,2022,2020,2,citation
W2943903733,W2318480923,2019,2016,3,citation
W2943903733,W2615920697,2019,2017,2,citation
W2943903733,W2757146646,2019,2017,2,citation
W2943903733,W2775680376,2019,2017,2,citation
W2943903733,W2803383423,2019,2018,1,citation
W2943903733,W2884725175,2019,2018,1,citation
W3097869226,W2762777721,2020,2017,3,citation
W4225330091,W4207077446,2022,2022,0,citation
W4285171980,W2996323006,2022,2019,3,citation
W4285171980,W2999625554,2022,2020,2,citation
W4285171980,W3116426438,2022,2020,2,citation
W4387641717,W3088026114,2023,2020,3,citation
W4387641717,W3102020094,2023,2021,2,citation
W4387641717,W3159629194,2023,2021,2,citation
W4387641717,W4224223601,2023,2022,1,citation
W4389279345,W3112669073,2023,2020,3,citation
W4389279345,W4200561246,2023,2021,2,citation
W2734277621,W2508320136,2017,2016,1,citation
W2734277621,W2567435594,2017,2016,1,citation
W3147441881,W2522612901,2021,2016,5,citation
W3147441881,W2783483733,2021,2018,3,citation
W3114407960,W3105827688,2020,2017,3,citation
W4205656275,W3181316456,2022,2021,1,citation
W4206194903,W2979941112,2021,2019,2,citation
W4206194903,W3131042167,2021,2021,0,citation
W2784094280,W2292989405,2018,2016,2,citation
W3081205401,W2587323757,2020,2017,3,citation
W3081205401,W4251884981,2020,2018,2,citation
W4399686361,W3214526500,2024,2021,3,citation
W4399686361,W4200338618,2024,2021,3,citation
W4399687998,W4297793431,2024,2023,1,citation
W4399688239,W3197079162,2024,2022,2,citation
W4399688239,W4391993504,2024,2024,0,citation
W4399688539,W4380669412,2024,2023,1,citation
W4399688539,W4393147047,2024,2024,0,citation
W4399688539,W4399254893,2024,2024,0,citation
W4399688892,W4307020314,2024,2022,2,citation
W4399801322,W2800382074,2024,2018,6,citation
W4399801322,W2973818296,2024,2019,5,citation
W4399801322,W2996323006,2024,2019,5,citation
W4399801322,W3113658772,2024,2020,4,citation
W4210930435,W2607420770,2022,2017,5,citation
W4210930435,W2898128856,2022,2018,4,citation
W4210930435,W2898699838,2022,2018,4,citation
W4210930435,W2990611428,2022,2019,3,citation
W4210930435,W3032270254,2022,2020,2,citation
W3028521799,W2804143053,2020,2018,2,citation
W3028521799,W2899075472,2020,2018,2,citation
W3028521799,W2989715384,2020,2019,1,citation
W2806812928,W2407831930,2018,2016,2,citation
W4323927170,W3100221827,2023,2020,3,citation
W4323927170,W4220813361,2023,2022,1,citation
W4323927170,W4320558475,2023,2023,0,citation
W4323927170,W4392002118,2023,2024,-1,citation
W4385679786,W2603766943,2023,2017,6,citation
W2745829457,W2327648159,2017,2016,1,citation
W2745829457,W2588858088,2017,2016,1,citation
W2799811610,W2299482622,2018,2016,2,citation
W2552807210,W2784187462,2016,2018,-2,citation
W2962992888,W2803040348,2019,2018,1,citation
W2982510865,W2345323107,2019,2016,3,citation
W2982510865,W2586669145,2019,2017,2,citation
W2982510865,W2621987828,2019,2017,2,citation
W2982510865,W2886789266,2019,2018,1,citation
W2982510865,W2960749694,2019,2019,0,citation
W2471058249,W2558185986,2016,2017,-1,citation
W2884214082,W2783922005,2018,2017,1,citation
W2942790626,W2515993241,2020,2016,4,citation
W2942790626,W2906376346,2020,2020,0,citation
W2942790626,W3090765108,2020,2018,2,citation
W2942790626,W3123358530,2020,2017,3,citation
W2942790626,W3125141257,2020,2016,4,citation
W4283644017,W3178960719,2022,2021,1,citation
W4386068948,W2288076234,2023,2016,7,citation
W4386068948,W3178960719,2023,2021,2,citation
W4386743994,W2758193518,2023,2017,6,citation
W4386743994,W2771015626,2023,2017,6,citation
W4386743994,W2786764113,2023,2018,5,citation
W4386743994,W3004951130,2023,2020,3,citation
W4386743994,W3082939112,2023,2020,3,citation
W4386743994,W3111669096,2023,2020,3,citation
W4386743994,W3162659764,2023,2021,2,citation
W4386743994,W3207967359,2023,2021,2,citation
W4386743994,W4280603307,2023,2022,1,citation
W4386743994,W4306762239,2023,2022,1,citation
W4386743994,W4366495239,2023,2023,0,citation
W4386745349,W4388931383,2023,2023,0,citation
W4403413117,W2211460678,2024,2016,8,citation
W4403413117,W2558185986,2024,2017,7,citation
W4403413117,W2993180841,2024,2020,4,citation
W4403413117,W3012236526,2024,2020,4,citation
W4403413117,W3093734695,2024,2021,3,citation
W4403413117,W3108845853,2024,2021,3,citation
W4287877201,W2793089045,2022,2018,4,citation
W4287877201,W2952461394,2022,2019,3,citation
W4308341968,W3200322762,2022,2021,1,citation
W3009793570,W2804978126,2020,2018,2,citation
W4306353010,W3103830136,2022,2021,1,citation
W4306353010,W3104298081,2022,2021,1,citation
W4247156688,W2567867736,2019,2017,2,citation
W4247156688,W2593177387,2019,2017,2,citation
W4247156688,W2744452518,2019,2017,2,citation
W4247156688,W2744953678,2019,2017,2,citation
W4247156688,W2773675741,2019,2017,2,citation
W4396239453,W2289508293,2024,2016,8,citation
W4396239453,W2625924363,2024,2017,7,citation
W4396239453,W2735409225,2024,2017,7,citation
W4396239453,W2780276625,2024,2017,7,citation
W4396239453,W3033229382,2024,2020,4,citation
W4396239453,W3185017891,2024,2021,3,citation
W4396844249,W3194776116,2024,2021,3,citation
W4397014716,W2769129909,2024,2017,7,citation
W4402043064,W2594680891,2024,2017,7,citation
W4402043064,W4312924702,2024,2022,2,citation
W4402043064,W4366660902,2024,2023,1,citation
W4402043064,W4393183668,2024,2024,0,citation
W4293493484,W3198203508,2022,2021,1,citation
W4293493484,W4389303181,2022,2023,-1,citation
W3122902381,W2963436689,2021,2016,5,citation
W3128975305,W2772593527,2021,2017,4,citation
W3083614464,W2552914651,2020,2016,4,citation
W3138983036,W2475822122,2021,2016,5,citation
W3138983036,W2811324433,2021,2018,3,citation
W2604690070,W2295357384,2017,2016,1,citation
W3109991834,W3109991834,2020,2020,0,citation
W4391917213,W4362661817,2024,2023,1,citation
W4391964463,W4386215880,2024,2023,1,citation
W4391993504,W2741175893,2024,2017,7,citation
W4391993504,W3197079162,2024,2022,2,citation
W4372054789,W2904599719,2023,2019,4,citation
W4372054789,W3025554915,2023,2020,3,citation
W4372054789,W4290994009,2023,2022,1,citation
W4382897366,W3202313230,2023,2021,2,citation
W4383957405,W2886722887,2023,2018,5,citation
W4383957405,W2959750756,2023,2019,4,citation
W4383957405,W2962110705,2023,2019,4,citation
W3011178959,W2471777064,2020,2016,4,citation
W3011178959,W2795269446,2020,2018,2,citation
W3026460839,W2962435020,2020,2019,1,citation
W3034232245,W3152619558,2020,2020,0,citation
W3036876681,W3034883472,2020,2020,0,citation
W4388514455,W3088026114,2023,2020,3,citation
W4388514455,W3102020094,2023,2021,2,citation
W4388514455,W4224223601,2023,2022,1,citation
W4388514455,W4388011404,2023,2023,0,citation
W4388553780,W3109179880,2023,2020,3,citation
W4388553780,W4212912808,2023,2022,1,citation
W4388553780,W4301305636,2023,2022,1,citation
W4388553780,W4315478412,2023,2023,0,citation
W4388927661,W2731285267,2023,2017,6,citation
W4388927661,W4224254118,2023,2022,1,citation
W4389240891,W3043168674,2023,2020,3,citation
W4387881016,W2521368205,2023,2017,6,citation
W4387881016,W2558185986,2023,2017,6,citation
W4387881016,W2899839204,2023,2018,5,citation
W4391972643,W2211460678,2024,2016,8,citation
W4391972643,W2294488629,2024,2017,7,citation
W4391972643,W2558185986,2024,2017,7,citation
W4391972643,W2788834208,2024,2018,6,citation
W4391972643,W2884241072,2024,2019,5,citation
W4391972643,W3031282293,2024,2020,4,citation
W4391972643,W3108845853,2024,2021,3,citation
W4391972643,W4385428330,2024,2023,1,citation
W4376136759,W4207077446,2023,2022,1,citation
W4376136759,W4225330091,2023,2022,1,citation
W4383822203,W3086496041,2023,2021,2,citation
W4385740501,W3105491879,2023,2020,3,citation
W1897921166,W2558185986,2016,2017,-1,citation
W2798127201,W2465164134,2018,2016,2,citation
W3159213963,W2769832171,2021,2017,4,citation
W3174263212,W2180612164,2021,2016,5,citation
W3197697266,W2468586027,2021,2016,5,citation
W3197697266,W2985245436,2021,2019,2,citation
W4391422481,W3086114923,2023,2020,3,citation
W2536386176,W2422148244,2016,2016,0,citation
W4205151932,W2525105744,2021,2016,5,citation
W4205151932,W2569916394,2021,2017,4,citation
W4205151932,W2735074840,2021,2017,4,citation
W4205151932,W2806082411,2021,2018,3,citation
W4205151932,W2964000010,2021,2019,2,citation
W4205151932,W2972128405,2021,2019,2,citation
W4205151932,W3010733589,2021,2019,2,citation
W4205151932,W3019978809,2021,2020,1,citation
W4323317277,W2394834952,2023,2016,7,citation
W4323317277,W2514120153,2023,2016,7,citation
W4323317277,W2779419474,2023,2018,5,citation
W4323317277,W2963843362,2023,2019,4,citation
W4323317277,W2979723619,2023,2019,4,citation
W4323317277,W2989880046,2023,2019,4,citation
W4323317277,W3095411193,2023,2020,3,citation
W4323317277,W3115662350,2023,2020,3,citation
W4323317277,W3137983215,2023,2021,2,citation
W4323317277,W3199147584,2023,2021,2,citation
W4323317277,W4320496098,2023,2023,0,citation
W4323317277,W4387700987,2023,2023,0,citation
W4323317277,W4401328237,2023,2024,-1,citation
W2979483315,W2521853867,2019,2016,3,citation
W2982663858,W2512980596,2019,2016,3,citation
W2982663858,W2526884775,2019,2016,3,citation
W2982663858,W2762846614,2019,2017,2,citation
W2982663858,W2765579649,2019,2017,2,citation
W2982663858,W2788496341,2019,2018,1,citation
W2982663858,W2800479639,2019,2018,1,citation
W2982663858,W2807214292,2019,2018,1,citation
W2982663858,W2913076848,2019,2018,1,citation
W2990633182,W2990633182,2019,2019,0,citation
W4399665284,W4287447438,2024,2022,2,citation
W4399665284,W4386272304,2024,2023,1,citation
W4399666123,W4387164993,2024,2023,1,citation
W4233355315,W2303889987,2019,2016,3,citation
W4396560291,W4361285528,2024,2023,1,citation
W4396575113,W2798363002,2024,2018,6,citation
W4396575113,W2947139630,2024,2019,5,citation
W4396575113,W3048245347,2024,2020,4,citation
W4396575113,W3095760422,2024,2020,4,citation
W4396575113,W3096571259,2024,2020,4,citation
W4396575113,W3188676998,2024,2021,3,citation
W4396575113,W3190935494,2024,2021,3,citation
W4396575113,W3217746284,2024,2021,3,citation
W4396576576,W2342209196,2024,2016,8,citation
W4396576576,W2560536634,2024,2017,7,citation
W4396576576,W2562274513,2024,2016,8,citation
W4396576576,W4288059384,2024,2022,2,citation
W2994246085,W2476250018,2018,2017,1,citation
W2994246085,W2610882344,2018,2017,1,citation
W3209955724,W2915127339,2021,2019,2,citation
W2514120153,W2394834952,2016,2016,0,citation
W2514120153,W2474388519,2016,2016,0,citation
W4391334977,W2888576125,2024,2018,6,citation
W4391334977,W2948369079,2024,2019,5,citation
W4391334977,W3037827183,2024,2020,4,citation
W4391334977,W4283466230,2024,2022,2,citation
W4391334977,W4372278717,2024,2023,1,citation
W4392501144,W4281846513,2024,2022,2,citation
W4392501144,W4311250016,2024,2022,2,citation
W4392852007,W2555875659,2024,2016,8,citation
W4392852007,W2762321625,2024,2017,7,citation
W4392852007,W2789457189,2024,2018,6,citation
W4392852007,W2972263972,2024,2019,5,citation
W4392852007,W3037572096,2024,2020,4,citation
W4392852007,W3210819517,2024,2021,3,citation
W4392852007,W4307972109,2024,2021,3,citation
W4385576510,W2785356934,2023,2018,5,citation
W4385576510,W4296823257,2023,2022,1,citation
W2515072796,W2215828019,2016,2016,0,citation
W2589066943,W2334994773,2016,2016,0,citation
W2620178563,W2556590024,2017,2016,1,citation
W4385428330,W2558185986,2023,2017,6,citation
W4385428330,W2560735998,2023,2017,6,citation
W4385428330,W2613749828,2023,2017,6,citation
W4385428330,W2965771657,2023,2019,4,citation
W4385428330,W3093734695,2023,2021,2,citation
W4402229328,W4297215876,2024,2022,2,citation
W2906376346,W2515993241,2020,2016,4,citation
W3176121851,W2906437789,2021,2018,3,citation
W3180777807,W3096129136,2022,2020,2,citation
W3203930836,W2539308838,2021,2016,5,citation
W3203930836,W2766358903,2021,2017,4,citation
W3203930836,W2773368689,2021,2018,3,citation
W3203930836,W2950614631,2021,2017,4,citation
W3203930836,W2952877808,2021,2019,2,citation
W3203930836,W2971439707,2021,2019,2,citation
W3203930836,W2974481407,2021,2019,2,citation
W3203930836,W3053484920,2021,2020,1,citation
W3203930836,W3145520847,2021,2021,0,citation
W3203930836,W3164037342,2021,2021,0,citation
W4393867152,W3119045438,2024,2021,3,citation
W2970182792,W2610100689,2019,2017,2,citation
W3043183283,W2183043124,2020,2016,4,citation
W3043183283,W3043183283,2020,2020,0,citation
W2744225289,W2486420287,2017,2016,1,citation
W4389983646,W2768158193,2024,2018,6,citation
W4389983646,W3127340878,2024,2021,3,citation
W4389983646,W4293771046,2024,2022,2,citation
W4389983646,W4367330494,2024,2023,1,citation
W4389983646,W4367333319,2024,2023,1,citation
W4389983646,W4381956464,2024,2023,1,citation
W4389983646,W4386265998,2024,2023,1,citation
W4389983646,W4387844106,2024,2023,1,citation
W4389983646,W4392681558,2024,2023,1,citation
W2792929085,W2318490588,2018,2016,2,citation
W2792929085,W2626953429,2018,2017,1,citation
W4399439987,W2770772476,2024,2017,7,citation
W3216192553,W3048126211,2021,2020,1,citation
W4221149820,W3068102567,2022,2021,1,citation
W4221149820,W3193956177,2022,2021,1,citation
W4221149820,W4213233439,2022,2022,0,citation
W3152175485,W2758798876,2021,2017,4,citation
W3152175485,W2790952335,2021,2018,3,citation
W3176932212,W2210088466,2021,2016,5,citation
W3176932212,W2336242757,2021,2016,5,citation
W3176932212,W2474767020,2021,2019,2,citation
W3176932212,W2583421592,2021,2017,4,citation
W3176932212,W2953709867,2021,2019,2,citation
W3176932212,W2981503844,2021,2019,2,citation
W3176932212,W3014229249,2021,2020,1,citation
W3204941561,W3020841920,2021,2020,1,citation
W3217746284,W3048245347,2021,2020,1,citation
W2461120528,W2461120528,2016,2016,0,citation
W3165468061,W2311907317,2021,2016,5,citation
W3165468061,W2761083975,2021,2017,4,citation
W3165468061,W2761994205,2021,2017,4,citation
W3165468061,W2764164848,2021,2017,4,citation
W3165468061,W2791171246,2021,2018,3,citation
W3166078086,W2897422135,2021,2018,3,citation
W3173686410,W2555875659,2021,2016,5,citation
W3173686410,W2772477774,2021,2017,4,citation
W3173686410,W2773340402,2021,2017,4,citation
W3173686410,W2789457189,2021,2018,3,citation
W3173686410,W2790214985,2021,2018,3,citation
W3173686410,W2972263972,2021,2019,2,citation
W3173686410,W3037572096,2021,2020,1,citation
W2906686014,W2530952499,2018,2016,2,citation
W2963266459,W2763936969,2019,2017,2,citation
W2963266459,W2788347889,2019,2018,1,citation
W3012207699,W2323913424,2020,2016,4,citation
W3012207699,W2811030904,2020,2018,2,citation
W3012207699,W2904410973,2020,2018,2,citation
W3044791541,W3043244420,2020,2020,0,citation
W2800242003,W2488952739,2017,2016,1,citation
W4237639157,W2339675877,2016,2016,0,citation
W4246763329,W2277349680,2019,2016,3,citation
W4246763329,W2787917196,2019,2018,1,citation
W4253789399,W2749355267,2021,2017,4,citation
W4253789399,W3046334363,2021,2020,1,citation
W4213025773,W3167796397,2022,2021,1,citation
W4312134483,W2318233502,2022,2016,6,citation
W4397045209,W2949896157,2024,2018,6,citation
W4397045209,W3205071138,2024,2021,3,citation
W4397045209,W4206410154,2024,2022,2,citation
W4397045209,W4221069327,2024,2021,3,citation
W4399176090,W2909577776,2024,2019,5,citation
W4399176090,W4308986790,2024,2022,2,citation
W3209179660,W2918315081,2021,2019,2,citation
W4205531595,W2971047200,2021,2019,2,citation
W4206265241,W3126762732,2022,2021,1,citation
W4220791489,W3130606593,2022,2021,1,citation
W3211611791,W2470643964,2021,2016,5,citation
W3211611791,W2768275088,2021,2017,4,citation
W3211611791,W2805119577,2021,2018,3,citation
W3211611791,W2993247023,2021,2019,2,citation
W3212883454,W3049117130,2021,2020,1,citation
W3212883454,W3132335305,2021,2021,0,citation
W3212883454,W3156883209,2021,2021,0,citation
W3214079885,W2967493582,2021,2019,2,citation
W4210505350,W2798917044,2022,2017,5,citation
W4213341074,W2964656315,2021,2019,2,citation
W4309267286,W2913139810,2022,2019,3,citation
W4309267286,W3165969533,2022,2021,1,citation
W4309586585,W3215152974,2022,2021,1,citation
W4312045535,W2999625554,2022,2020,2,citation
W4312045535,W4308216150,2022,2022,0,citation
W4313421851,W3123722853,2022,2017,5,citation
W2984306354,W2901889759,2019,2018,1,citation
W4389988591,W2788435232,2023,2018,5,citation
W4389988591,W2891592782,2023,2018,5,citation
W4389988591,W3094407341,2023,2020,3,citation
W4389988591,W3100390829,2023,2020,3,citation
W4389988591,W3201965811,2023,2021,2,citation
W4389988591,W4207067129,2023,2022,1,citation
W4389988591,W4381309642,2023,2023,0,citation
W3128336623,W2771571146,2021,2017,4,citation
W3128336623,W2774528717,2021,2017,4,citation
W3128336623,W2910782037,2021,2019,2,citation
W3128336623,W2979759595,2021,2019,2,citation
W3128336623,W3005165492,2021,2020,1,citation
W3128336623,W3159859675,2021,2019,2,citation
W3130123557,W3131980919,2020,2020,0,citation
W4394977246,W3087842231,2024,2020,4,citation
W4394977246,W4386409449,2024,2023,1,citation
W2804375901,W2804375901,2018,2018,0,citation
W4323835263,W2896303020,2023,2018,5,citation
W4323835263,W2944341656,2023,2019,4,citation
W4362548431,W3214131303,2023,2021,2,citation
W4362548431,W4306711482,2023,2022,1,citation
W4362548431,W4378649427,2023,2023,0,citation
W4362571554,W2736038465,2023,2017,6,citation
W4362571554,W2781715189,2023,2017,6,citation
W4362571554,W3025076393,2023,2020,3,citation
W4362571554,W3038816632,2023,2020,3,citation
W4362571554,W3081352601,2023,2020,3,citation
W2786329953,W2786329953,2022,2022,0,citation
W2900128114,W2288160579,2018,2016,2,citation
